id;recvtime;fiwareservicepath;entitytype;entityid;laeq;laeq_d;laeq_den;laeq_e;laeq_n;dateobserved
878;2022-02-21T00:00:11+00:00;/sonometros;NoiseLevelObserved;T248682-daily;61.7;60.4;69.5;58.5;63.8;2022-02-20
879;2022-02-22T00:00:14+00:00;/sonometros;NoiseLevelObserved;T248682-daily;59.7;61.7;61.5;56.2;51.3;2022-02-21
881;2022-02-24T00:00:26+00:00;/sonometros;NoiseLevelObserved;T248682-daily;61.0;62.5;64.6;58.6;57.0;2022-02-23
882;2022-02-25T00:00:20+00:00;/sonometros;NoiseLevelObserved;T248682-daily;60.6;62.4;62.7;59.2;52.8;2022-02-24
885;2022-02-28T00:00:26+00:00;/sonometros;NoiseLevelObserved;T248682-daily;63.2;62.8;70.3;58.0;64.5;2022-02-27
889;2022-03-04T00:00:35+00:00;/sonometros;NoiseLevelObserved;T248682-daily;61.9;63.7;64.3;60.5;55.0;2022-03-03
925;2022-03-08T16:57:39+00:00;/sonometros;NoiseLevelObserved;T248682-daily;61.2;63.2;63.2;54.9;53.7;2022-03-07
930;2022-03-13T00:00:56+00:00;/sonometros;NoiseLevelObserved;T248682-daily;71.9;68.9;80.0;74.5;74.2;2022-03-12
931;2022-03-14T00:00:00+00:00;/sonometros;NoiseLevelObserved;T248682-daily;73.5;74.8;76.9;74.3;68.6;2022-03-13
932;2022-03-15T00:00:05+00:00;/sonometros;NoiseLevelObserved;T248682-daily;67.9;67.9;73.6;70.4;66.9;2022-03-14
933;2022-03-16T00:00:05+00:00;/sonometros;NoiseLevelObserved;T248682-daily;70.1;69.7;76.2;73.4;69.6;2022-03-15
934;2022-03-17T00:00:08+00:00;/sonometros;NoiseLevelObserved;T248682-daily;73.7;72.0;81.2;75.4;75.3;2022-03-16
937;2022-03-20T05:42:18+00:00;/sonometros;NoiseLevelObserved;T248682-daily;80.6;81.6;84.9;81.1;77.6;2022-03-19
938;2022-03-21T00:00:16+00:00;/sonometros;NoiseLevelObserved;T248682-daily;73.3;68.6;82.4;57.8;77.1;2022-03-20
941;2022-03-24T00:00:22+00:00;/sonometros;NoiseLevelObserved;T248682-daily;60.4;62.0;63.0;60.3;53.8;2022-03-23
944;2022-03-27T00:00:31+00:00;/sonometros;NoiseLevelObserved;T248682-daily;63.0;62.6;69.0;66.2;62.4;2022-03-26
953;2022-04-05T00:00:50+00:00;/sonometros;NoiseLevelObserved;T248682-daily;60.1;61.9;62.4;57.2;53.3;2022-04-04
954;2022-04-06T00:00:59+00:00;/sonometros;NoiseLevelObserved;T248682-daily;60.3;62.2;62.1;57.7;51.7;2022-04-05
956;2022-04-08T00:00:59+00:00;/sonometros;NoiseLevelObserved;T248682-daily;59.5;61.3;61.7;57.7;52.0;2022-04-07
968;2022-04-20T00:00:28+00:00;/sonometros;NoiseLevelObserved;T248682-daily;63.7;65.8;65.2;59.0;54.1;2022-04-19
971;2022-04-23T00:00:33+00:00;/sonometros;NoiseLevelObserved;T248682-daily;59.4;60.9;62.3;59.2;53.6;2022-04-22
972;2022-04-24T00:00:35+00:00;/sonometros;NoiseLevelObserved;T248682-daily;62.4;61.1;69.8;63.0;63.9;2022-04-23
975;2022-04-27T00:00:43+00:00;/sonometros;NoiseLevelObserved;T248682-daily;60.5;62.3;62.6;57.4;53.1;2022-04-26
976;2022-04-28T00:00:45+00:00;/sonometros;NoiseLevelObserved;T248682-daily;59.5;61.2;61.7;58.1;52.1;2022-04-27
977;2022-04-29T00:00:48+00:00;/sonometros;NoiseLevelObserved;T248682-daily;61.4;63.0;64.2;58.7;55.9;2022-04-28
979;2022-05-01T00:00:53+00:00;/sonometros;NoiseLevelObserved;T248682-daily;68.1;68.5;72.0;73.1;62.9;2022-04-30
986;2022-05-08T00:00:11+00:00;/sonometros;NoiseLevelObserved;T248682-daily;60.0;59.0;67.1;60.8;61.2;2022-05-07
987;2022-05-09T00:00:13+00:00;/sonometros;NoiseLevelObserved;T248682-daily;62.0;59.9;69.9;62.1;64.2;2022-05-08
989;2022-05-11T03:44:30+00:00;/sonometros;NoiseLevelObserved;T248682-daily;59.3;61.1;63.1;60.6;54.2;2022-05-10
990;2022-05-12T00:01:11+00:00;/sonometros;NoiseLevelObserved;T248682-daily;58.9;60.5;61.8;58.6;53.1;2022-05-11
991;2022-05-13T00:00:14+00:00;/sonometros;NoiseLevelObserved;T248682-daily;60.3;61.9;62.4;61.7;51.1;2022-05-12
995;2022-05-17T00:00:25+00:00;/sonometros;NoiseLevelObserved;T248682-daily;58.5;60.2;60.7;58.1;50.6;2022-05-16
1031;2022-05-21T00:00:36+00:00;/sonometros;NoiseLevelObserved;T248682-daily;59.6;60.5;64.5;59.2;57.6;2022-05-20
1032;2022-05-22T00:00:38+00:00;/sonometros;NoiseLevelObserved;T248682-daily;60.9;61.2;67.2;58.0;61.1;2022-05-21
1035;2022-05-25T00:00:46+00:00;/sonometros;NoiseLevelObserved;T248682-daily;58.4;60.1;61.1;57.2;52.2;2022-05-24
1038;2022-05-28T01:31:16+00:00;/sonometros;NoiseLevelObserved;T248682-daily;59.9;61.6;62.2;59.5;52.5;2022-05-27
1040;2022-05-30T00:00:17+00:00;/sonometros;NoiseLevelObserved;T248682-daily;60.5;58.5;68.5;59.4;62.9;2022-05-29
1041;2022-05-31T00:00:03+00:00;/sonometros;NoiseLevelObserved;T248682-daily;66.4;68.5;66.8;57.7;51.3;2022-05-30
1042;2022-06-01T00:00:05+00:00;/sonometros;NoiseLevelObserved;T248682-daily;68.8;71.1;69.1;57.9;51.1;2022-05-31
1044;2022-06-03T00:01:09+00:00;/sonometros;NoiseLevelObserved;T248682-daily;61.7;63.7;63.5;58.7;53.0;2022-06-02
1048;2022-06-07T00:00:21+00:00;/sonometros;NoiseLevelObserved;T248682-daily;60.3;62.2;62.1;58.0;51.8;2022-06-06
1051;2022-06-10T04:06:05+00:00;/sonometros;NoiseLevelObserved;T248682-daily;58.5;60.0;61.5;59.6;52.4;2022-06-09
1054;2022-06-13T00:00:37+00:00;/sonometros;NoiseLevelObserved;T248682-daily;60.2;58.5;68.1;58.6;62.4;2022-06-12
1059;2022-06-18T00:00:51+00:00;/sonometros;NoiseLevelObserved;T248682-daily;58.5;60.0;61.4;58.8;52.5;2022-06-17
1064;2022-06-23T00:00:05+00:00;/sonometros;NoiseLevelObserved;T248682-daily;58.4;60.0;61.3;58.3;52.5;2022-06-22
1065;2022-06-24T00:00:10+00:00;/sonometros;NoiseLevelObserved;T248682-daily;57.9;59.5;60.6;57.9;51.5;2022-06-23
1066;2022-06-25T00:00:12+00:00;/sonometros;NoiseLevelObserved;T248682-daily;57.5;56.6;64.2;59.6;58.0;2022-06-24
1071;2022-06-30T00:00:23+00:00;/sonometros;NoiseLevelObserved;T248682-daily;60.6;62.5;62.7;59.1;52.5;2022-06-29
1072;2022-07-01T00:00:26+00:00;/sonometros;NoiseLevelObserved;T248682-daily;58.5;59.9;61.7;59.9;52.9;2022-06-30
1075;2022-07-04T00:01:34+00:00;/sonometros;NoiseLevelObserved;T248682-daily;60.7;60.3;67.4;60.5;61.4;2022-07-03
1076;2022-07-05T00:00:37+00:00;/sonometros;NoiseLevelObserved;T248682-daily;57.8;59.3;60.9;58.6;52.1;2022-07-04
1077;2022-07-06T00:00:39+00:00;/sonometros;NoiseLevelObserved;T248682-daily;58.6;59.9;61.6;60.4;52.4;2022-07-05
1085;2022-07-14T00:00:03+00:00;/sonometros;NoiseLevelObserved;T248682-daily;57.5;59.1;60.6;56.5;52.2;2022-07-13
1087;2022-07-16T00:35:45+00:00;/sonometros;NoiseLevelObserved;T248682-daily;59.3;58.9;66.4;57.1;60.2;2022-07-15
1088;2022-07-17T00:00:12+00:00;/sonometros;NoiseLevelObserved;T248682-daily;64.4;66.2;66.8;58.7;58.2;2022-07-16
1089;2022-07-18T00:00:14+00:00;/sonometros;NoiseLevelObserved;T248682-daily;58.9;57.3;66.5;58.3;60.7;2022-07-17
1093;2022-07-22T00:00:24+00:00;/sonometros;NoiseLevelObserved;T248682-daily;58.5;60.1;61.5;57.8;53.0;2022-07-21
1094;2022-07-23T00:00:27+00:00;/sonometros;NoiseLevelObserved;T248682-daily;61.6;63.5;63.5;59.7;53.2;2022-07-22
1097;2022-07-26T00:00:37+00:00;/sonometros;NoiseLevelObserved;T248682-daily;59.3;61.0;62.4;57.3;54.1;2022-07-25
