Codigo;Decibelios medidos;Fecha/Hora medicion
BI-RUI-010;61.206;2023-11-30 18:33:07.103
BI-RUI-BR2;63.248;2023-11-30 18:34:38.007
BI-RUI-P012;73.6;2023-11-30 18:35:13.76
BI-RUI-011;63.263;2023-11-30 18:35:27.967
BI-RUI-008;58.150;2023-11-30 18:37:09.34
BI-RUI-BR5;68.402;2023-11-30 18:37:22.903
BI-RUI-P014;72.1;2023-11-30 18:37:23.543
BI-RUI-BR11;60.426;2023-11-30 18:37:26.373
BI-RUI-C002;64.823;2023-11-30 18:38:08.253
BI-RUI-BR6;69.086;2023-11-30 18:38:11.097
BI-RUI-023;42.018;2023-11-30 18:39:26.81
BI-RUI-P013;71.9;2023-11-30 18:39:32.437
BI-RUI-021;61.60;2023-11-30 18:41:14.293
BI-RUI-P005;72.3;2023-11-30 18:41:22.763
BI-RUI-C010;62.395;2023-11-30 18:41:57.677
BI-RUI-BR7;62.944;2023-11-30 18:42:11.147
BI-RUI-BR8;63.70;2023-11-30 18:42:42.68
BI-RUI-C003;57.387;2023-11-30 18:42:48.293
BI-RUI-022;68.696;2023-11-30 18:43:39.533
BI-RUI-P010;70.9;2023-11-30 18:43:59.943
BI-RUI-015;62.984;2023-11-30 18:44:51.73
BI-RUI-020;64.20;2023-11-30 18:45:11.453
BI-RUI-006;63.752;2023-11-30 18:45:12.86
BI-RUI-004;65.249;2023-11-30 18:45:14.78
BI-RUI-019;74.775;2023-11-30 18:45:25.72
BI-RUI-009;69.733;2023-11-30 18:45:28.127
BI-RUI-P011;67.2;2023-11-30 18:45:48.24
BI-RUI-001;63.391;2023-11-30 18:45:52.397
BI-RUI-C005;62.00;2023-11-30 18:46:15.68
BI-RUI-P008;77.1;2023-11-30 18:46:45.17
BI-RUI-C006;70.834;2023-11-30 18:47:38.44
BI-RUI-P006;76.0;2023-11-30 18:48:04.49
BI-RUI-010;64.778;2023-11-30 18:48:07.337
BI-RUI-BR2;66.117;2023-11-30 18:49:43.537
BI-RUI-P012;72.7;2023-11-30 18:50:13.87
BI-RUI-011;66.815;2023-11-30 18:50:25.323
BI-RUI-008;56.831;2023-11-30 18:52:09.51
BI-RUI-BR11;60.238;2023-11-30 18:52:17.79
BI-RUI-BR5;73.032;2023-11-30 18:52:22.713
BI-RUI-P014;72.0;2023-11-30 18:52:23.637
BI-RUI-C002;63.902;2023-11-30 18:52:59.767
BI-RUI-BR6;66.429;2023-11-30 18:53:06.423
BI-RUI-P002;60.7;2023-11-30 18:53:52.71
BI-RUI-P013;71.1;2023-11-30 18:54:32.78
BI-RUI-P005;72.7;2023-11-30 18:56:23.2
BI-RUI-021;58.60;2023-11-30 18:56:30.047
BI-RUI-C010;61.148;2023-11-30 18:57:04.41
BI-RUI-BR7;62.523;2023-11-30 18:57:11.957
BI-RUI-C003;71.617;2023-11-30 18:57:51.29
BI-RUI-BR8;62.70;2023-11-30 18:58:08.277
BI-RUI-022;66.531;2023-11-30 18:58:41.673
BI-RUI-P010;70.9;2023-11-30 18:59:00.487
BI-RUI-015;65.529;2023-11-30 18:59:48.713
BI-RUI-020;63.20;2023-11-30 19:00:17.89
BI-RUI-004;65.759;2023-11-30 19:00:18.593
BI-RUI-009;72.892;2023-11-30 19:00:21.687
BI-RUI-006;62.745;2023-11-30 19:00:22.42
BI-RUI-019;70.798;2023-11-30 19:00:32.86
BI-RUI-001;62.776;2023-11-30 19:00:48.347
BI-RUI-C005;53.20;2023-11-30 19:01:41.883
BI-RUI-P008;76.7;2023-11-30 19:01:45.54
BI-RUI-C006;73.059;2023-11-30 19:02:31.44
BI-RUI-P006;76.1;2023-11-30 19:03:04.037
BI-RUI-010;63.329;2023-11-30 19:03:07.333
BI-RUI-BR2;58.343;2023-11-30 19:04:38.33
BI-RUI-P012;75.4;2023-11-30 19:05:13.96
BI-RUI-011;62.082;2023-11-30 19:05:29.323
BI-RUI-008;59.019;2023-11-30 19:07:09.32
BI-RUI-BR5;62.133;2023-11-30 19:07:09.553
BI-RUI-P014;71.3;2023-11-30 19:07:23.93
BI-RUI-BR11;60.992;2023-11-30 19:07:28.057
BI-RUI-BR6;62.240;2023-11-30 19:07:57.89
BI-RUI-C002;63.012;2023-11-30 19:08:10.343
BI-RUI-P002;61.6;2023-11-30 19:08:53.037
BI-RUI-P013;70.3;2023-11-30 19:09:33.23
BI-RUI-023;41.754;2023-11-30 19:09:44.123
BI-RUI-021;58.30;2023-11-30 19:11:39.293
BI-RUI-C010;64.136;2023-11-30 19:12:02.627
BI-RUI-BR7;62.834;2023-11-30 19:12:20.74
BI-RUI-C003;69.772;2023-11-30 19:12:47.57
BI-RUI-BR8;62.20;2023-11-30 19:13:33.793
BI-RUI-022;65.743;2023-11-30 19:13:39.39
BI-RUI-P010;70.1;2023-11-30 19:14:00.8
BI-RUI-015;62.904;2023-11-30 19:14:51.93
BI-RUI-009;78.103;2023-11-30 19:15:11.857
BI-RUI-004;67.879;2023-11-30 19:15:17.403
BI-RUI-006;65.452;2023-11-30 19:15:25.09
BI-RUI-020;63.60;2023-11-30 19:15:33.093
BI-RUI-019;70.374;2023-11-30 19:15:34.437
BI-RUI-001;62.324;2023-11-30 19:15:44.58
BI-RUI-P011;65.2;2023-11-30 19:15:48.923
BI-RUI-P008;75.9;2023-11-30 19:16:45.883
BI-RUI-C005;50.10;2023-11-30 19:16:58.183
BI-RUI-C006;72.928;2023-11-30 19:17:38.53
BI-RUI-P006;75.4;2023-11-30 19:18:04.69
BI-RUI-010;62.730;2023-11-30 19:18:08.333
BI-RUI-BR2;65.136;2023-11-30 19:19:38.533
BI-RUI-P012;71.7;2023-11-30 19:20:14.053
BI-RUI-011;61.397;2023-11-30 19:20:35.26
BI-RUI-008;59.528;2023-11-30 19:22:09.43
BI-RUI-BR5;65.320;2023-11-30 19:22:16.29
BI-RUI-P014;72.3;2023-11-30 19:22:24.057
BI-RUI-BR11;61.399;2023-11-30 19:22:29.557
BI-RUI-BR6;64.320;2023-11-30 19:23:07.78
BI-RUI-P002;61.6;2023-11-30 19:23:53.46
BI-RUI-023;41.950;2023-11-30 19:24:31.243
BI-RUI-P005;75.9;2023-11-30 19:26:23.43
BI-RUI-021;60.50;2023-11-30 19:26:45.59
BI-RUI-C010;59.522;2023-11-30 19:26:51.45
BI-RUI-BR7;63.017;2023-11-30 19:27:15.487
BI-RUI-C003;70.899;2023-11-30 19:27:53.07
BI-RUI-022;63.674;2023-11-30 19:28:43.827
BI-RUI-BR8;63.40;2023-11-30 19:28:59.093
BI-RUI-P010;70.3;2023-11-30 19:29:01.047
BI-RUI-015;60.211;2023-11-30 19:29:49.227
BI-RUI-004;69.315;2023-11-30 19:30:08.01
BI-RUI-009;73.720;2023-11-30 19:30:14.79
BI-RUI-006;64.771;2023-11-30 19:30:15.493
BI-RUI-019;71.130;2023-11-30 19:30:23.09
BI-RUI-001;62.031;2023-11-30 19:30:44.75
BI-RUI-020;64.20;2023-11-30 19:30:48.373
BI-RUI-P011;65.2;2023-11-30 19:30:49.123
BI-RUI-P008;75.9;2023-11-30 19:31:46.053
BI-RUI-C005;55.30;2023-11-30 19:32:14.853
BI-RUI-C006;73.315;2023-11-30 19:32:30.59
BI-RUI-010;61.326;2023-11-30 19:33:05.58
BI-RUI-BR2;59.655;2023-11-30 19:34:37.767
BI-RUI-P012;71.7;2023-11-30 19:35:14.05
BI-RUI-011;62.771;2023-11-30 19:35:28.82
BI-RUI-008;61.180;2023-11-30 19:36:58.22
BI-RUI-BR5;60.967;2023-11-30 19:37:19.413
BI-RUI-BR11;62.783;2023-11-30 19:37:20.757
BI-RUI-P014;71.2;2023-11-30 19:37:24.227
BI-RUI-C002;63.203;2023-11-30 19:37:56.353
BI-RUI-BR6;53.556;2023-11-30 19:38:15.03
BI-RUI-P013;71.3;2023-11-30 19:39:34.447
BI-RUI-P005;77.6;2023-11-30 19:41:23.807
BI-RUI-C010;59.329;2023-11-30 19:41:54.513
BI-RUI-021;60.50;2023-11-30 19:42:01.357
BI-RUI-BR7;63.060;2023-11-30 19:42:07.31
BI-RUI-C003;65.987;2023-11-30 19:42:50.473
BI-RUI-022;65.085;2023-11-30 19:43:42.59
BI-RUI-P010;71.8;2023-11-30 19:44:01.607
BI-RUI-BR8;63.00;2023-11-30 19:44:24.783
BI-RUI-015;63.147;2023-11-30 19:44:56.57
BI-RUI-004;71.119;2023-11-30 19:45:08.65
BI-RUI-006;70.277;2023-11-30 19:45:13.18
BI-RUI-009;76.131;2023-11-30 19:45:14.853
BI-RUI-019;70.526;2023-11-30 19:45:24.04
BI-RUI-P011;66.3;2023-11-30 19:45:49.187
BI-RUI-001;62.318;2023-11-30 19:45:52.373
BI-RUI-020;63.60;2023-11-30 19:45:54.233
BI-RUI-P008;75.9;2023-11-30 19:46:46.037
BI-RUI-C005;59.40;2023-11-30 19:47:33.027
BI-RUI-P006;75.7;2023-11-30 19:48:05.61
BI-RUI-010;62.544;2023-11-30 19:48:08.0
BI-RUI-BR2;61.009;2023-11-30 19:49:40.153
BI-RUI-P012;72.8;2023-11-30 19:50:14.08
BI-RUI-011;64.161;2023-11-30 19:50:31.287
BI-RUI-008;58.745;2023-11-30 19:52:00.127
BI-RUI-BR5;64.462;2023-11-30 19:52:12.957
BI-RUI-P014;75.8;2023-11-30 19:52:24.333
BI-RUI-BR11;61.737;2023-11-30 19:52:30.037
BI-RUI-BR6;52.267;2023-11-30 19:53:06.543
BI-RUI-C002;61.794;2023-11-30 19:53:15.92
BI-RUI-P002;67.9;2023-11-30 19:53:54.08
BI-RUI-P013;75.9;2023-11-30 19:54:34.397
BI-RUI-P005;72.3;2023-11-30 19:56:24.257
BI-RUI-C010;58.588;2023-11-30 19:57:15.81
BI-RUI-021;62.10;2023-11-30 19:57:16.81
BI-RUI-BR7;63.245;2023-11-30 19:57:19.153
BI-RUI-C003;62.076;2023-11-30 19:57:49.207
BI-RUI-022;65.087;2023-11-30 19:58:39.527
BI-RUI-P010;75.5;2023-11-30 19:59:01.747
BI-RUI-015;61.502;2023-11-30 19:59:49.487
BI-RUI-BR8;61.70;2023-11-30 19:59:50.723
BI-RUI-009;77.997;2023-11-30 20:00:11.757
BI-RUI-006;67.049;2023-11-30 20:00:11.757
BI-RUI-004;71.124;2023-11-30 20:00:15.507
BI-RUI-019;70.959;2023-11-30 20:00:23.243
BI-RUI-001;61.859;2023-11-30 20:00:33.26
BI-RUI-020;63.70;2023-11-30 20:01:10.047
BI-RUI-P008;75.9;2023-11-30 20:01:46.16
BI-RUI-C005;55.10;2023-11-30 20:02:58.42
BI-RUI-010;62.622;2023-11-30 20:03:03.06
BI-RUI-P006;75.6;2023-11-30 20:03:05.687
BI-RUI-BR2;59.351;2023-11-30 20:04:37.153
BI-RUI-P012;73.3;2023-11-30 20:05:14.19
BI-RUI-011;63.430;2023-11-30 20:05:35.787
BI-RUI-008;60.062;2023-11-30 20:07:01.687
BI-RUI-BR5;66.116;2023-11-30 20:07:12.987
BI-RUI-BR11;63.255;2023-11-30 20:07:17.377
BI-RUI-P014;70.9;2023-11-30 20:07:24.457
BI-RUI-C002;61.965;2023-11-30 20:08:11.027
BI-RUI-P002;73.4;2023-11-30 20:08:54.75
BI-RUI-023;41.981;2023-11-30 20:09:31.863
BI-RUI-P013;70.6;2023-11-30 20:09:34.863
BI-RUI-BR7;62.776;2023-11-30 20:12:08.603
BI-RUI-C010;58.522;2023-11-30 20:12:09.793
BI-RUI-021;63.00;2023-11-30 20:12:23.467
BI-RUI-C003;57.527;2023-11-30 20:12:58.393
BI-RUI-022;66.985;2023-11-30 20:13:50.087
BI-RUI-P010;70.6;2023-11-30 20:14:01.853
BI-RUI-015;62.111;2023-11-30 20:14:59.207
BI-RUI-009;70.386;2023-11-30 20:15:12.24
BI-RUI-006;67.200;2023-11-30 20:15:16.21
BI-RUI-BR8;60.90;2023-11-30 20:15:16.583
BI-RUI-004;70.519;2023-11-30 20:15:17.833
BI-RUI-019;70.455;2023-11-30 20:15:26.337
BI-RUI-001;61.481;2023-11-30 20:15:36.18
BI-RUI-P011;65.8;2023-11-30 20:15:49.823
BI-RUI-020;62.90;2023-11-30 20:16:16.043
BI-RUI-P008;74.9;2023-11-30 20:16:46.737
BI-RUI-C006;69.039;2023-11-30 20:17:32.603
BI-RUI-010;61.893;2023-11-30 20:18:05.763
BI-RUI-P006;75.3;2023-11-30 20:18:06.043
BI-RUI-C005;79.30;2023-11-30 20:18:18.14
BI-RUI-BR2;58.819;2023-11-30 20:19:41.65
BI-RUI-P012;72.7;2023-11-30 20:20:14.53
BI-RUI-011;69.786;2023-11-30 20:20:38.003
BI-RUI-008;62.878;2023-11-30 20:22:02.013
BI-RUI-BR5;67.431;2023-11-30 20:22:20.64
BI-RUI-P014;70.5;2023-11-30 20:22:24.517
BI-RUI-BR11;64.497;2023-11-30 20:22:28.94
BI-RUI-C002;58.509;2023-11-30 20:23:02.79
BI-RUI-P002;64.8;2023-11-30 20:23:54.95
BI-RUI-P005;74.1;2023-11-30 20:26:25.347
BI-RUI-C010;59.723;2023-11-30 20:26:59.947
BI-RUI-BR7;62.939;2023-11-30 20:27:12.43
BI-RUI-021;63.40;2023-11-30 20:27:29.98
BI-RUI-C003;57.714;2023-11-30 20:27:48.953
BI-RUI-022;67.316;2023-11-30 20:28:48.49
BI-RUI-P010;68.6;2023-11-30 20:29:02.04
BI-RUI-015;71.630;2023-11-30 20:29:49.547
BI-RUI-004;71.162;2023-11-30 20:30:04.72
BI-RUI-006;87.569;2023-11-30 20:30:21.74
BI-RUI-009;69.872;2023-11-30 20:30:29.38
BI-RUI-BR8;61.80;2023-11-30 20:30:32.973
BI-RUI-019;69.858;2023-11-30 20:30:34.18
BI-RUI-001;61.306;2023-11-30 20:30:42.977
BI-RUI-P011;64.5;2023-11-30 20:30:50.087
BI-RUI-020;67.00;2023-11-30 20:31:25.81
BI-RUI-P008;74.2;2023-11-30 20:31:47.14
BI-RUI-C006;70.425;2023-11-30 20:32:33.35
BI-RUI-010;64.254;2023-11-30 20:33:08.747
BI-RUI-C005;56.60;2023-11-30 20:33:44.737
BI-RUI-BR2;60.650;2023-11-30 20:34:40.57
BI-RUI-P012;71.0;2023-11-30 20:35:14.78
BI-RUI-011;61.494;2023-11-30 20:35:24.907
BI-RUI-008;61.503;2023-11-30 20:37:09.45
BI-RUI-BR5;66.707;2023-11-30 20:37:17.203
BI-RUI-P014;70.2;2023-11-30 20:37:24.627
BI-RUI-BR11;64.993;2023-11-30 20:37:32.267
BI-RUI-C002;58.916;2023-11-30 20:38:13.38
BI-RUI-P013;70.2;2023-11-30 20:39:35.783
BI-RUI-P005;74.4;2023-11-30 20:41:25.41
BI-RUI-C010;55.688;2023-11-30 20:42:03.023
BI-RUI-BR7;63.007;2023-11-30 20:42:19.807
BI-RUI-021;64.10;2023-11-30 20:42:35.887
BI-RUI-C003;57.150;2023-11-30 20:42:51.903
BI-RUI-022;68.882;2023-11-30 20:43:38.787
BI-RUI-P010;68.3;2023-11-30 20:44:02.197
BI-RUI-015;61.039;2023-11-30 20:44:57.077
BI-RUI-009;67.832;2023-11-30 20:45:12.703
BI-RUI-004;70.811;2023-11-30 20:45:15.66
BI-RUI-006;68.622;2023-11-30 20:45:15.97
BI-RUI-019;69.088;2023-11-30 20:45:33.147
BI-RUI-001;63.181;2023-11-30 20:45:50.397
BI-RUI-P011;65.2;2023-11-30 20:45:50.57
BI-RUI-BR8;61.80;2023-11-30 20:45:58.85
BI-RUI-020;67.60;2023-11-30 20:46:41.547
BI-RUI-P008;74.2;2023-11-30 20:46:47.453
BI-RUI-010;64.328;2023-11-30 20:48:02.807
BI-RUI-P006;74.8;2023-11-30 20:48:06.447
BI-RUI-C005;56.90;2023-11-30 20:49:11.44
BI-RUI-BR2;58.975;2023-11-30 20:49:44.43
BI-RUI-P012;70.9;2023-11-30 20:50:14.81
BI-RUI-011;62.930;2023-11-30 20:50:25.42
BI-RUI-008;61.648;2023-11-30 20:52:05.87
BI-RUI-BR5;67.142;2023-11-30 20:52:12.793
BI-RUI-P014;70.4;2023-11-30 20:52:25.28
BI-RUI-BR11;63.029;2023-11-30 20:52:33.28
BI-RUI-BR6;62.933;2023-11-30 20:53:11.443
BI-RUI-C002;59.323;2023-11-30 20:53:23.757
BI-RUI-P002;66.3;2023-11-30 20:53:55.793
BI-RUI-023;41.915;2023-11-30 20:54:30.377
BI-RUI-P013;70.1;2023-11-30 20:54:35.797
BI-RUI-P005;74.6;2023-11-30 20:56:25.453
BI-RUI-C010;57.229;2023-11-30 20:56:46.8
BI-RUI-BR7;63.150;2023-11-30 20:57:19.447
BI-RUI-C003;56.544;2023-11-30 20:57:49.23
BI-RUI-021;64.80;2023-11-30 20:57:51.763
BI-RUI-022;70.123;2023-11-30 20:58:42.33
BI-RUI-P010;69.1;2023-11-30 20:59:02.68
BI-RUI-015;62.360;2023-11-30 20:59:59.2
BI-RUI-004;70.577;2023-11-30 21:00:11.687
BI-RUI-006;67.405;2023-11-30 21:00:22.033
BI-RUI-009;68.436;2023-11-30 21:00:22.22
BI-RUI-019;68.446;2023-11-30 21:00:28.487
BI-RUI-001;62.088;2023-11-30 21:00:52.82
BI-RUI-BR8;61.90;2023-11-30 21:01:18.65
BI-RUI-020;69.10;2023-11-30 21:01:47.513
BI-RUI-P008;72.9;2023-11-30 21:01:47.997
BI-RUI-C006;69.474;2023-11-30 21:03:04.04
BI-RUI-010;62.065;2023-11-30 21:03:04.587
BI-RUI-P006;74.1;2023-11-30 21:03:06.743
BI-RUI-C005;57.30;2023-11-30 21:04:38.177
BI-RUI-BR2;60.386;2023-11-30 21:04:40.66
BI-RUI-P012;71.5;2023-11-30 21:05:15.34
BI-RUI-011;66.707;2023-11-30 21:05:35.937
BI-RUI-C002;60.490;2023-11-30 21:09:37.687
BI-RUI-BR5;66.716;2023-11-30 21:09:37.703
BI-RUI-008;63.183;2023-11-30 21:09:37.703
BI-RUI-BR5;66.716;2023-11-30 21:09:37.72
BI-RUI-P002;66.1;2023-11-30 21:09:37.72
BI-RUI-BR11;63.816;2023-11-30 21:09:37.72
BI-RUI-P014;69.8;2023-11-30 21:09:37.72
BI-RUI-BR5;66.716;2023-11-30 21:09:37.733
BI-RUI-008;63.183;2023-11-30 21:09:37.75
BI-RUI-C002;60.490;2023-11-30 21:09:37.75
BI-RUI-P013;69.7;2023-11-30 21:09:37.75
BI-RUI-BR11;63.816;2023-11-30 21:09:37.767
BI-RUI-C010;55.706;2023-11-30 21:11:56.363
BI-RUI-BR7;62.978;2023-11-30 21:12:12.96
BI-RUI-C003;56.037;2023-11-30 21:12:50.103
BI-RUI-021;65.20;2023-11-30 21:12:57.793
BI-RUI-022;71.867;2023-11-30 21:13:42.47
BI-RUI-P010;69.2;2023-11-30 21:14:03.003
BI-RUI-015;63.387;2023-11-30 21:14:52.95
BI-RUI-004;70.346;2023-11-30 21:15:09.153
BI-RUI-009;69.329;2023-11-30 21:15:22.5
BI-RUI-006;68.132;2023-11-30 21:15:23.39
BI-RUI-019;68.752;2023-11-30 21:15:31.423
BI-RUI-P011;65.4;2023-11-30 21:15:50.817
BI-RUI-001;61.542;2023-11-30 21:15:51.05
BI-RUI-BR8;61.90;2023-11-30 21:16:38.323
BI-RUI-P008;73.7;2023-11-30 21:16:48.073
BI-RUI-020;68.90;2023-11-30 21:16:53.933
BI-RUI-C006;69.508;2023-11-30 21:17:27.61
BI-RUI-010;63.474;2023-11-30 21:18:04.537
BI-RUI-P006;73.6;2023-11-30 21:18:07.147
BI-RUI-BR2;58.263;2023-11-30 21:19:48.677
BI-RUI-C005;58.80;2023-11-30 21:20:06.337
BI-RUI-P012;71.3;2023-11-30 21:20:15.837
BI-RUI-011;66.545;2023-11-30 21:20:26.37
BI-RUI-BR5;67.137;2023-11-30 21:22:13.337
BI-RUI-008;61.562;2023-11-30 21:22:20.76
BI-RUI-P014;68.7;2023-11-30 21:22:25.963
BI-RUI-BR11;63.598;2023-11-30 21:22:32.293
BI-RUI-P002;65.4;2023-11-30 21:23:56.4
BI-RUI-023;41.796;2023-11-30 21:24:35.607
BI-RUI-P005;68.7;2023-11-30 21:26:26.12
BI-RUI-C010;57.949;2023-11-30 21:26:56.64
BI-RUI-BR7;63.063;2023-11-30 21:27:13.13
BI-RUI-C003;56.662;2023-11-30 21:27:48.46
BI-RUI-021;66.20;2023-11-30 21:28:04.29
BI-RUI-022;71.615;2023-11-30 21:28:42.42
BI-RUI-P010;68.6;2023-11-30 21:29:03.317
BI-RUI-015;59.799;2023-11-30 21:29:50.417
BI-RUI-004;70.220;2023-11-30 21:30:05.107
BI-RUI-009;67.753;2023-11-30 21:30:12.607
BI-RUI-006;68.425;2023-11-30 21:30:22.2
BI-RUI-019;67.974;2023-11-30 21:30:23.077
BI-RUI-001;63.093;2023-11-30 21:30:34.75
BI-RUI-P011;70.0;2023-11-30 21:30:51.393
BI-RUI-P008;73.4;2023-11-30 21:31:48.04
BI-RUI-BR8;61.30;2023-11-30 21:32:03.7
BI-RUI-020;68.50;2023-11-30 21:32:09.263
BI-RUI-010;61.417;2023-11-30 21:33:08.74
BI-RUI-BR2;58.061;2023-11-30 21:34:47.707
BI-RUI-P012;70.8;2023-11-30 21:35:15.943
BI-RUI-011;65.005;2023-11-30 21:35:29.353
BI-RUI-C005;60.10;2023-11-30 21:35:32.48
BI-RUI-BR5;66.448;2023-11-30 21:37:11.727
BI-RUI-008;71.469;2023-11-30 21:37:11.757
BI-RUI-P014;68.6;2023-11-30 21:37:26.04
BI-RUI-BR11;64.218;2023-11-30 21:37:31.197
BI-RUI-C002;56.001;2023-11-30 21:38:50.723
BI-RUI-P013;68.8;2023-11-30 21:39:36.857
BI-RUI-023;41.867;2023-11-30 21:39:37.073
BI-RUI-P005;74.1;2023-11-30 21:41:26.247
BI-RUI-C010;54.981;2023-11-30 21:42:00.703
BI-RUI-BR7;63.073;2023-11-30 21:42:19.72
BI-RUI-C003;57.424;2023-11-30 21:42:48.803
BI-RUI-021;68.70;2023-11-30 21:43:19.65
BI-RUI-022;73.064;2023-11-30 21:43:50.797
BI-RUI-P010;68.0;2023-11-30 21:44:03.407
BI-RUI-015;58.629;2023-11-30 21:45:07.213
BI-RUI-009;66.810;2023-11-30 21:45:12.887
BI-RUI-019;68.061;2023-11-30 21:45:21.933
BI-RUI-006;69.660;2023-11-30 21:45:22.17
BI-RUI-004;70.759;2023-11-30 21:45:22.67
BI-RUI-001;63.990;2023-11-30 21:45:32.81
BI-RUI-P011;62.6;2023-11-30 21:45:51.953
BI-RUI-P008;72.0;2023-11-30 21:46:48.26
BI-RUI-020;67.90;2023-11-30 21:47:19.42
BI-RUI-BR8;59.00;2023-11-30 21:47:29.25
BI-RUI-C006;68.068;2023-11-30 21:47:35.717
BI-RUI-010;62.701;2023-11-30 21:48:06.067
BI-RUI-P006;73.1;2023-11-30 21:48:07.737
BI-RUI-BR2;57.752;2023-11-30 21:49:40.14
BI-RUI-P012;70.8;2023-11-30 21:50:16.193
BI-RUI-011;65.256;2023-11-30 21:50:28.163
BI-RUI-C005;57.70;2023-11-30 21:50:58.823
BI-RUI-008;63.682;2023-11-30 21:52:12.223
BI-RUI-BR5;65.870;2023-11-30 21:52:16.57
BI-RUI-P014;67.9;2023-11-30 21:52:26.46
BI-RUI-BR11;62.772;2023-11-30 21:52:32.413
BI-RUI-BR6;47.666;2023-11-30 21:53:15.81
BI-RUI-P002;66.4;2023-11-30 21:53:56.8
BI-RUI-023;41.833;2023-11-30 21:54:28.337
BI-RUI-P013;69.5;2023-11-30 21:54:37.277
BI-RUI-P005;70.9;2023-11-30 21:56:26.603
BI-RUI-C010;57.213;2023-11-30 21:56:57.06
BI-RUI-BR7;62.937;2023-11-30 21:57:11.017
BI-RUI-C003;57.192;2023-11-30 21:57:50.007
BI-RUI-021;67.90;2023-11-30 21:58:35.323
BI-RUI-022;72.040;2023-11-30 21:58:42.31
BI-RUI-P010;68.1;2023-11-30 21:59:03.813
BI-RUI-015;60.898;2023-11-30 21:59:47.507
BI-RUI-004;75.930;2023-11-30 22:00:08.32
BI-RUI-009;66.971;2023-11-30 22:00:13.04
BI-RUI-006;71.406;2023-11-30 22:00:16.4
BI-RUI-019;68.212;2023-11-30 22:00:28.777
BI-RUI-001;59.347;2023-11-30 22:00:52.78
BI-RUI-P008;71.5;2023-11-30 22:01:48.617
BI-RUI-020;66.00;2023-11-30 22:02:34.763
BI-RUI-BR8;58.80;2023-11-30 22:02:45.39
BI-RUI-P006;73.3;2023-11-30 22:03:08.267
BI-RUI-010;60.903;2023-11-30 22:03:09.16
BI-RUI-BR2;57.136;2023-11-30 22:04:38.17
BI-RUI-P012;70.2;2023-11-30 22:05:16.3
BI-RUI-011;66.848;2023-11-30 22:05:35.443
BI-RUI-C005;58.80;2023-11-30 22:06:26.437
BI-RUI-008;60.099;2023-11-30 22:07:06.987
BI-RUI-BR5;65.086;2023-11-30 22:07:10.347
BI-RUI-BR11;63.150;2023-11-30 22:07:19.63
BI-RUI-P014;68.6;2023-11-30 22:07:26.74
BI-RUI-BR6;68.764;2023-11-30 22:08:16.03
BI-RUI-C002;57.201;2023-11-30 22:08:55.94
BI-RUI-P002;64.9;2023-11-30 22:08:57.317
BI-RUI-023;41.903;2023-11-30 22:09:34.79
BI-RUI-P013;67.9;2023-11-30 22:09:37.68
BI-RUI-C010;56.163;2023-11-30 22:12:01.23
BI-RUI-BR7;63.185;2023-11-30 22:12:13.39
BI-RUI-C003;54.222;2023-11-30 22:12:47.69
BI-RUI-021;67.50;2023-11-30 22:13:44.73
BI-RUI-022;71.440;2023-11-30 22:13:49.653
BI-RUI-P010;68.2;2023-11-30 22:14:03.95
BI-RUI-015;61.004;2023-11-30 22:14:47.677
BI-RUI-004;75.686;2023-11-30 22:15:09.367
BI-RUI-006;68.305;2023-11-30 22:15:22.51
BI-RUI-009;80.058;2023-11-30 22:15:22.54
BI-RUI-019;67.845;2023-11-30 22:15:25.227
BI-RUI-001;60.244;2023-11-30 22:15:51.043
BI-RUI-P011;63.9;2023-11-30 22:15:52.293
BI-RUI-P008;71.3;2023-11-30 22:16:49.24
BI-RUI-C006;69.274;2023-11-30 22:17:42.56
BI-RUI-020;62.20;2023-11-30 22:17:43.84
BI-RUI-P006;73.1;2023-11-30 22:18:08.453
BI-RUI-BR8;59.50;2023-11-30 22:18:10.94
BI-RUI-010;62.535;2023-11-30 22:18:13.487
BI-RUI-BR2;59.116;2023-11-30 22:19:41.263
BI-RUI-P012;69.5;2023-11-30 22:20:16.377
BI-RUI-011;63.694;2023-11-30 22:20:28.347
BI-RUI-C005;60.70;2023-11-30 22:21:47.75
BI-RUI-BR5;65.881;2023-11-30 22:22:06.97
BI-RUI-008;61.917;2023-11-30 22:22:09.097
BI-RUI-P014;68.6;2023-11-30 22:22:26.817
BI-RUI-BR11;61.720;2023-11-30 22:22:27.74
BI-RUI-P002;64.0;2023-11-30 22:23:57.813
BI-RUI-023;41.959;2023-11-30 22:24:35.21
BI-RUI-P005;69.0;2023-11-30 22:26:26.867
BI-RUI-C010;56.931;2023-11-30 22:27:03.963
BI-RUI-BR7;63.213;2023-11-30 22:27:13.17
BI-RUI-C003;55.530;2023-11-30 22:27:59.427
BI-RUI-022;70.610;2023-11-30 22:28:50.057
BI-RUI-021;69.70;2023-11-30 22:28:54.307
BI-RUI-P010;67.7;2023-11-30 22:29:04.17
BI-RUI-015;58.829;2023-11-30 22:29:56.8
BI-RUI-004;69.840;2023-11-30 22:30:16.727
BI-RUI-009;67.943;2023-11-30 22:30:22.633
BI-RUI-006;70.066;2023-11-30 22:30:22.977
BI-RUI-019;66.614;2023-11-30 22:30:25.257
BI-RUI-001;60.524;2023-11-30 22:30:51.277
